uniqueID,wudget,quantityAdj,pricePer,totalPricePaid,totalTaxesPaid,shipPrice,listPrice,currencyID,categoryID,listingType,auction,quantityBid,startTime,endTime,fixedTime,day,gmtHour,shippedTime,totalFeedbackN,positiveFeedbackPercent,city,state,postalCode,conditionInfo,orderStatus
236,A,1,18.49,18.49,0,0,18.49,USD,175837,FixedPriceItem,FALSE,0,3/24/19 4:11,3/24/19 4:11,3/24/19 4:11,Sunday,4:00 AM,3/25/19 4:48,143,95.8,Brighton,Michigan,48116,Used,D
237,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,5/7/19 21:11,5/7/19 21:19,5/7/19 21:19,Tuesday,9:00 PM,5/7/19 21:25,10,100,Ferndale,Michigan,48220,Used,D
238,A,1,17.95,17.95,0,0,17.95,USD,175837,FixedPriceItem,FALSE,0,5/14/19 1:58,5/14/19 2:03,5/14/19 2:03,Tuesday,2:00 AM,\N,2212,100,Canton,Michigan,48187,Used,D
239,A,1,17.39,17.39,0,4.39,13,USD,175837,FixedPriceItem,FALSE,0,5/9/19 19:36,5/9/19 21:04,5/9/19 21:04,Thursday,9:00 PM,5/10/19 21:46,21,100,East Lansing,Michigan,48825,Used,D
240,A,1,17,17,0,0,17,USD,175837,FixedPriceItem,FALSE,0,6/26/19 16:43,6/26/19 17:00,6/26/19 17:00,Wednesday,5:00 PM,6/26/19 7:00,124,100,Dearborn,Michigan,48126,Used,O
241,A,1,15,15,0,5,10,USD,175837,FixedPriceItem,FALSE,0,7/1/19 19:32,7/1/19 19:36,7/1/19 19:36,Monday,7:00 PM,\N,291,100,New Lothrop,Michigan,48460,Used,O
242,A,1,15,15,0,0,15,USD,175837,FixedPriceItem,FALSE,0,5/6/19 21:12,5/6/19 21:25,5/6/19 21:25,Monday,9:00 PM,5/7/19 16:54,46,100,Southfield,Michigan,48076,Used,D
243,A,1,13.66,13.66,0,3.66,10,USD,175837,FixedPriceItem,FALSE,0,5/17/19 15:11,5/17/19 15:15,5/17/19 15:15,Friday,3:00 PM,5/21/19 18:34,6,100,East Lansing,Michigan,48823,Used,D
244,A,2,20.015,40.03,0,4.53,35.5,USD,175837,FixedPriceItem,FALSE,0,5/19/19 17:05,5/19/19 17:25,5/19/19 17:25,Sunday,5:00 PM,5/23/19 3:40,12,100,Mansfield,Massachusetts,2048,Used,D
245,A,1,20.98,20.98,0,2.99,17.99,USD,175837,FixedPriceItem,FALSE,0,6/8/19 21:32,6/8/19 21:36,6/8/19 21:36,Saturday,9:00 PM,6/9/19 10:19,24,100,Haverhill,Massachusetts,1835,Used,D
246,A,1,19.53,19.53,0,4.53,15,USD,175837,Chinese,FALSE,1,5/17/19 22:14,5/17/19 22:19,5/17/19 22:19,Friday,10:00 PM,5/21/19 2:47,141,100,Norton,Massachusetts,2766,Used,D
247,A,1,19.53,19.53,0,4.53,15,USD,175837,FixedPriceItem,FALSE,0,2/18/19 19:10,2/18/19 19:10,2/18/19 19:10,Monday,7:00 PM,2/20/19 14:10,0,0,Abington,Massachusetts,2351,Used,D
248,A,1,18.75,18.75,0,3.75,15,USD,175837,Chinese,FALSE,1,12/20/18 2:06,12/20/18 2:06,12/20/18 2:06,Thursday,2:00 AM,1/6/19 16:16,3,0,Quincy,Massachusetts,2169,Used,D
249,A,1,18.75,18.75,0,3.75,15,USD,175837,FixedPriceItem,FALSE,0,1/5/19 4:39,1/5/19 4:39,1/5/19 4:39,Saturday,4:00 AM,1/6/19 22:27,8,100,Milton,Massachusetts,2186,Used,D
250,A,1,18.75,18.75,0,3.75,15,USD,175837,FixedPriceItem,FALSE,0,1/6/19 5:43,1/6/19 5:43,1/6/19 5:43,Sunday,5:00 AM,1/6/19 23:00,8,100,Milton,Massachusetts,2186,Used,D
251,A,1,14.53,14.53,0,4.53,10,USD,175837,Chinese,FALSE,1,3/23/19 21:38,3/23/19 21:38,3/23/19 21:38,Saturday,9:00 PM,\N,7,0,Winchester,Massachusetts,1890,Used,D
252,A,1,9,9,0,4,5,USD,175837,FixedPriceItem,FALSE,0,2/27/19 1:12,2/27/19 1:12,2/27/19 1:12,Wednesday,1:00 AM,2/27/19 15:44,100,100,Lowell,Massachusetts,1854,Used,D
253,A,1,16.5,16.5,0,5,9.99,USD,175837,FixedPriceItem,FALSE,0,6/23/19 20:47,6/23/19 21:01,6/23/19 21:01,Sunday,9:00 PM,6/24/19 9:04,1496,99.8,South Deerfield,Massachusetts,1373,Used,O
254,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/18/19 1:20,5/18/19 21:54,5/18/19 21:54,Saturday,9:00 PM,5/20/19 19:23,71,100,Glen Burnie,Maryland,21061,Used,D
255,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/13/19 15:06,5/13/19 15:40,5/13/19 15:40,Monday,3:00 PM,5/14/19 8:44,89,100,Olney,Maryland,20832,Open box,D
256,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,5/25/19 1:06,5/25/19 2:30,5/25/19 2:30,Saturday,2:00 AM,5/25/19 9:37,306,99.5,Baltimore,Maryland,21230,Used,D
257,A,1,19.95,19.95,0,5.3,14.65,USD,175837,FixedPriceItem,FALSE,0,5/27/19 5:47,5/27/19 2:30,5/27/19 2:30,Monday,2:00 AM,5/27/19 15:36,33,100,Kensington,Maryland,20895,Used,D
258,A,1,19,19,0,16,3,CAD,175837,Chinese,TRUE,4,2/19/19 19:45,2/19/19 19:45,2/19/19 19:45,Tuesday,7:00 PM,2/26/19 21:40,58,100,Winnipeg,Manitoba,0,Used,D
259,A,3,19.99,59.97,0,0,59.97,USD,2228,FixedPriceItem,FALSE,0,5/28/19 0:13,5/28/19 0:17,5/28/19 0:17,Tuesday,12:00 AM,5/28/19 8:36,165,100,Lexington,Kentucky,40517,Very Good,D
260,C,1,23.89,23.89,0,4.89,19,USD,9972,FixedPriceItem,FALSE,0,4/10/19 3:45,4/27/19 19:45,,Saturday,12:00 AM,4/27/19 23:29,1244,100,Paducah,Kentucky,42001,Used,D
261,A,1,20,20,0,5,15,USD,175837,FixedPriceItem,FALSE,0,4/27/19 20:14,4/28/19 20:15,4/28/19 20:15,Sunday,8:00 PM,\N,15,0,Louisville,Kentucky,40216,Used,S
262,A,1,19.75,19.75,0,0,19.75,USD,175837,Chinese,FALSE,1,5/23/19 14:04,5/23/19 14:13,5/23/19 14:13,Thursday,2:00 PM,5/23/19 19:48,1139,98.6,Paintsville,Kentucky,41240,Used,D
263,A,1,18.99,18.99,0,3.99,15,USD,175837,FixedPriceItem,FALSE,0,3/14/19 2:10,3/14/19 2:10,3/14/19 2:10,Thursday,2:00 AM,3/15/19 0:19,11,100,Louisville,Kentucky,40214,Used,D
264,A,1,19.99,19.99,0,0,19.99,USD,2228,FixedPriceItem,FALSE,0,1/7/19 20:13,1/7/19 20:13,1/7/19 20:13,Monday,8:00 PM,1/8/19 15:06,554,100,Leavenworth,Kansas,66048,Very Good,D
265,A,1,18.74,18.74,0,2.75,15.99,USD,175837,FixedPriceItem,FALSE,0,6/10/19 18:09,6/10/19 18:20,6/10/19 18:20,Monday,6:00 PM,6/10/19 22:22,5499,100,Olathe,Kansas,66061,Used,D
266,A,1,16.52,16.52,0,0,15,USD,175837,FixedPriceItem,FALSE,0,6/18/19 13:50,6/18/19 13:57,6/18/19 13:57,Tuesday,1:00 PM,6/18/19 16:13,2950,100,Great Bend,Kansas,67530,Used,D
267,A,1,16.39,16.39,0,4.49,11.9,USD,175837,Chinese,TRUE,2,3/19/19 17:47,3/19/19 17:47,3/19/19 17:47,Tuesday,5:00 PM,3/26/19 23:17,0,0,Wichita,Kansas,67212,Used,D
268,C,1,26.27,26.27,0,5.78,19.99,USD,9972,FixedPriceItem,FALSE,0,5/28/19 2:32,5/28/19 2:30,,Saturday,12:00 AM,5/28/19 22:15,123,100,Ankeny,Iowa,50023,Used,D
269,A,2,17.855,35.71,0,5.71,30,USD,175837,FixedPriceItem,FALSE,0,4/10/19 1:20,4/10/19 1:20,4/10/19 1:20,Wednesday,1:00 AM,4/10/19 18:40,662,100,Carmel,Indiana,46032,Used,D
270,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,2/21/19 8:55,2/21/19 8:55,2/21/19 8:55,Thursday,8:00 AM,2/22/19 3:24,58,100,Lafayette,Indiana,47905,Used,D
271,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,6/7/19 16:56,6/8/19 0:20,6/8/19 0:20,Saturday,12:00 AM,6/8/19 8:18,2571,99.7,Westfield,Indiana,46074,Used,D
272,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/20/19 16:47,5/20/19 17:49,5/20/19 17:49,Monday,5:00 PM,5/21/19 22:48,621,100,Fort Wayne,Indiana,46818,Used,D
273,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,4/29/19 19:40,4/29/19 19:47,4/29/19 19:47,Monday,7:00 PM,5/1/19 12:43,691,97.8,Boswell,Indiana,47921,Used,D
274,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,5/2/19 2:16,5/2/19 2:20,5/2/19 2:20,Thursday,2:00 AM,5/2/19 21:14,1745,100,Brownsburg,Indiana,46112,Used,D
275,A,1,19.44,19.44,0,4.44,15,USD,175837,FixedPriceItem,FALSE,0,5/20/19 15:37,5/20/19 16:04,5/20/19 16:04,Monday,4:00 PM,5/20/19 20:34,54,0,Georgetown,Indiana,47122,Used,D
276,A,1,19.39,19.39,0,4.39,15,USD,175837,FixedPriceItem,FALSE,0,5/28/19 16:45,5/28/19 16:51,5/28/19 16:51,Tuesday,4:00 PM,5/28/19 18:51,25,100,Fort Wayne,Indiana,46815,Used,D
277,A,1,19.19,19.19,0,0,19.19,USD,175837,FixedPriceItem,FALSE,0,2/15/19 18:43,2/15/19 18:43,2/15/19 18:43,Friday,6:00 PM,2/18/19 18:00,2173,99.8,Indianapolis,Indiana,46217,Used,D
278,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,1/20/19 4:08,1/20/19 4:08,1/20/19 4:08,Sunday,4:00 AM,1/20/19 5:38,1521,100,Indianapolis,Indiana,46254,Used,D
279,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,6/2/19 21:57,6/2/19 22:02,6/2/19 22:02,Sunday,10:00 PM,6/4/19 1:15,1507,100,Indianapolis,Indiana,46237,Used,D
280,A,1,18,18,0,0,18,USD,175837,FixedPriceItem,FALSE,0,3/27/19 4:08,3/27/19 4:08,3/27/19 4:08,Wednesday,4:00 AM,3/27/19 4:41,7,100,Connersville,Indiana,47331,Used,D
281,A,1,16.99,16.99,0,0,16.99,USD,3783,FixedPriceItem,FALSE,0,3/29/19 23:02,3/29/19 23:02,3/29/19 23:02,Friday,11:00 PM,3/29/19 23:26,14,0,Valparaiso,Indiana,46384,Like New,D
282,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,6/17/19 17:22,6/17/19 17:26,6/17/19 17:26,Monday,5:00 PM,6/18/19 5:14,2879,99.6,Indianapolis,Indiana,46236,Used,O
283,A,1,20.59,20.59,0,4.39,16.2,USD,175837,Chinese,FALSE,1,5/21/19 4:43,5/21/19 4:47,5/21/19 4:47,Tuesday,4:00 AM,5/21/19 5:00,92,100,Chicago,Illinois,60623,Used,D
284,A,1,20,20,0,6,14,USD,175837,Chinese,FALSE,1,5/3/19 22:30,5/4/19 3:42,5/4/19 3:42,Saturday,3:00 AM,5/5/19 17:55,659,100,Clarendon Hills,Illinois,60514,Used,D
285,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/8/19 22:04,5/8/19 22:08,5/8/19 22:08,Wednesday,10:00 PM,5/9/19 8:54,4350,100,Carterville,Illinois,62918,Used,D
286,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/29/19 23:09,5/29/19 23:14,5/29/19 23:14,Wednesday,11:00 PM,5/30/19 20:01,1063,100,Roselle,Illinois,60172,Used,D
287,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,2/13/19 15:29,2/13/19 15:29,2/13/19 15:29,Wednesday,3:00 PM,2/14/19 18:01,760,100,Tolono,Illinois,61880,Used,D
288,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/30/19 16:51,3/30/19 16:51,3/30/19 16:51,Saturday,4:00 PM,3/30/19 17:01,1054,100,Roselle,Illinois,60172,Used,D
289,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/20/19 14:05,5/20/19 14:10,5/20/19 14:10,Monday,2:00 PM,5/20/19 21:37,66,100,Lake Zurich,Illinois,60047,Used,D
290,A,1,19.49,19.49,0,0,19.49,USD,175837,FixedPriceItem,FALSE,0,1/15/19 1:45,1/15/19 1:45,1/15/19 1:45,Tuesday,1:00 AM,1/15/19 2:49,9226,99.4,Orland Park,Illinois,60462,Used,D
291,A,1,19.39,19.39,0,4.39,15,USD,175837,FixedPriceItem,FALSE,0,2/18/19 6:27,2/18/19 6:27,2/18/19 6:27,Monday,6:00 AM,2/18/19 6:43,1,100,Tinley Park,Illinois,60487,Used,D
292,A,1,19.38,19.38,0,4.39,14.99,USD,175837,Chinese,FALSE,1,6/6/19 3:21,6/6/19 2:30,6/6/19 2:30,Thursday,2:00 AM,\N,2,100,Schaumburg,Illinois,60193,Used,D
293,A,1,19,19,0,0,19,USD,175837,Chinese,FALSE,1,6/13/19 21:54,6/13/19 21:58,6/13/19 21:58,Thursday,9:00 PM,6/14/19 17:57,0,0,Arlington Heights,Illinois,60004,Used,D
294,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,6/6/19 20:19,6/6/19 20:30,6/6/19 20:30,Thursday,8:00 PM,6/7/19 19:43,0,0,Urbana,Illinois,61802,Used,D
295,A,1,18.99,18.99,0,3.99,15,USD,175837,FixedPriceItem,FALSE,0,3/10/19 3:50,3/10/19 3:50,3/10/19 3:50,Sunday,3:00 AM,3/10/19 16:42,372,100,Wheeling,Illinois,60090,Used,D
296,A,1,18.98,18.98,0,3.99,14.99,USD,175837,FixedPriceItem,FALSE,0,5/24/19 18:26,5/24/19 14:46,5/24/19 14:46,Friday,2:00 PM,5/25/19 8:30,429,95.9,McHenry,Illinois,60051,Used,D
297,A,1,18.36,18.36,0,0,18.36,USD,2228,FixedPriceItem,FALSE,0,4/5/19 0:19,4/5/19 0:19,4/5/19 0:19,Friday,12:00 AM,4/7/19 20:18,3404,99.6,Alton,Illinois,62002,Like New,D
298,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,1/20/19 8:33,1/20/19 8:33,1/20/19 8:33,Sunday,8:00 AM,1/22/19 7:15,25,93.1,Bensenville,Illinois,60106,Used,D
299,A,1,17.39,17.39,0,4.39,13,USD,175837,Chinese,FALSE,1,4/1/19 0:08,4/1/19 0:08,4/1/19 0:08,Monday,12:00 AM,4/3/19 18:12,5,0,Chicago,Illinois,60642,Used,D
300,A,1,17,17,0,0,17,USD,175837,FixedPriceItem,FALSE,0,2/10/19 20:48,2/10/19 20:48,2/10/19 20:48,Sunday,8:00 PM,2/11/19 4:19,1400,100,Chicago,Illinois,60634,Used,D
301,A,1,14.39,14.39,0,4.39,10,USD,175837,Chinese,FALSE,1,6/2/19 20:53,6/2/19 20:57,6/2/19 20:57,Sunday,8:00 PM,6/3/19 5:17,886,100,Chicago,Illinois,60618,Used,D
302,A,1,14.38,14.38,0,4.39,9.99,USD,175837,FixedPriceItem,FALSE,0,3/20/19 18:18,3/20/19 18:18,3/20/19 18:18,Wednesday,6:00 PM,3/20/19 20:37,130,100,Naperville,Illinois,60564,Used,D
303,A,1,9.99,9.99,0,0,9.99,USD,61312,FixedPriceItem,FALSE,0,1/20/19 16:25,1/20/19 16:25,1/20/19 16:25,Sunday,4:00 PM,1/20/19 16:59,1828,100,Troy,Illinois,62294,Used,D
304,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/20/19 0:06,5/19/19 0:00,5/19/19 0:00,Sunday,12:00 AM,5/20/19 14:08,228,100,Lewiston,Idaho,83501,Used,D
305,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/15/19 21:25,3/15/19 21:25,3/15/19 21:25,Friday,9:00 PM,3/15/19 21:45,983,99.3,Rexburg,Idaho,83440,Used,D
306,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/15/19 21:29,3/15/19 21:29,3/15/19 21:29,Friday,9:00 PM,3/15/19 21:45,983,99.3,Rexburg,Idaho,83440,Used,D
307,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/3/19 19:22,3/3/19 19:22,3/3/19 19:22,Sunday,7:00 PM,3/4/19 21:14,478,100,Pocatello,Idaho,83201,Used,D
308,A,1,19.99,19.99,0,0,19.99,USD,2228,FixedPriceItem,FALSE,0,2/6/19 0:00,2/6/19 0:00,2/6/19 0:00,Wednesday,12:00 AM,3/4/19 21:14,478,100,Pocatello,Idaho,83201,Very Good,D
309,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/14/19 23:34,3/14/19 23:34,3/14/19 23:34,Thursday,11:00 PM,3/15/19 2:44,329,100,Boise,Idaho,83704,Used,D
310,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,2/27/19 4:10,2/27/19 4:10,2/27/19 4:10,Wednesday,4:00 AM,2/27/19 4:27,153,98.7,Boise,Idaho,83709,Used,D
311,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,6/24/19 19:18,6/24/19 19:23,6/24/19 19:23,Monday,7:00 PM,6/25/19 21:49,1556,100,Boise,Idaho,83705,Used,O
312,A,1,20.95,20.95,0,4,16.95,USD,175837,FixedPriceItem,FALSE,0,12/28/18 21:54,12/28/18 21:54,12/28/18 21:54,Friday,9:00 PM,12/29/18 14:36,58,97.4,Fairburn,Georgia,30213,Used,D
313,A,1,20,20,0,0,20,USD,175837,Chinese,FALSE,1,5/11/19 23:02,5/11/19 23:06,5/11/19 23:06,Saturday,11:00 PM,5/13/19 20:50,269,95.3,Statesboro,Georgia,30458,Used,D
314,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,11/15/18 18:44,11/15/18 18:44,11/15/18 18:44,Thursday,6:00 PM,11/15/18 19:03,55,100,Stone Mountain,Georgia,30083,Used,D
315,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/15/19 14:19,5/15/19 15:02,5/15/19 15:02,Wednesday,3:00 PM,5/16/19 21:26,270,95.3,Statesboro,Georgia,30458,Used,D
316,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,6/1/19 3:36,6/1/19 2:30,6/1/19 2:30,Saturday,2:00 AM,6/1/19 20:43,7242,100,Lilburn,Georgia,30047,Used,D
317,A,1,19.98,19.98,0,3.99,15.99,USD,175837,FixedPriceItem,FALSE,0,2/15/19 15:28,2/15/19 15:28,2/15/19 15:28,Friday,3:00 PM,2/19/19 14:39,0,0,Dallas,Georgia,30157,Used,D
318,A,1,19.98,19.98,0,0,19.98,USD,175837,FixedPriceItem,FALSE,0,3/14/19 17:34,3/14/19 17:34,3/14/19 17:34,Thursday,5:00 PM,3/14/19 18:00,211,100,Hortense,Georgia,31543,Used,D
319,A,1,19.44,19.44,0,4.49,14.95,USD,175837,FixedPriceItem,FALSE,0,5/31/19 19:24,5/31/19 19:27,5/31/19 19:27,Friday,7:00 PM,6/1/19 19:22,46,100,Villa Rica,Georgia,30180,Used,D
320,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,3/10/19 16:13,3/10/19 16:13,3/10/19 16:13,Sunday,4:00 PM,3/11/19 13:45,1745,100,Woodstock,Georgia,30189,Used,D
321,A,1,18.99,18.99,0,4.49,14.5,USD,175837,Chinese,TRUE,4,4/5/19 13:33,4/5/19 13:33,4/5/19 13:33,Friday,1:00 PM,4/16/19 15:23,0,0,Atlanta,Georgia,30327,Used,D
322,A,1,16.99,16.99,0,0,16.99,USD,175837,FixedPriceItem,FALSE,0,5/20/19 3:47,5/20/19 3:53,5/20/19 3:53,Monday,3:00 AM,5/21/19 23:01,40,83.3,Roswell,Georgia,30075,Open box,D
323,A,1,15.24,15.24,0,4.49,10.75,USD,175837,Chinese,FALSE,1,2/11/19 18:09,2/11/19 18:09,2/11/19 18:09,Monday,6:00 PM,\N,67,100,Roswell,Georgia,30075,Used,D
324,A,1,14.99,14.99,0,0,14.99,USD,175837,FixedPriceItem,FALSE,0,3/25/19 18:00,3/25/19 18:00,3/25/19 18:00,Monday,6:00 PM,3/25/19 18:11,731,100,Atlanta,Georgia,30301,Used,D
325,A,1,13,13,0,0,13,USD,175837,FixedPriceItem,FALSE,0,6/10/19 21:32,6/10/19 21:35,6/10/19 21:35,Monday,9:00 PM,6/11/19 5:57,451,100,Ellabell,Georgia,31308,Used,D
326,A,1,11.49,11.49,0,4.49,7,USD,175837,Chinese,FALSE,1,2/8/19 20:24,2/8/19 20:24,2/8/19 20:24,Friday,8:00 PM,3/8/19 14:06,4,0,Gainesville,Georgia,30501,Used,D
327,A,2,18.9,37.8,0,5.4,32.4,USD,175837,FixedPriceItem,FALSE,0,6/1/19 22:07,6/1/19 22:11,6/1/19 22:11,Saturday,10:00 PM,\N,83,100,Miami,Florida,33174,Used,D
328,A,1,22.95,22.95,0,0.01,15,USD,175837,Chinese,FALSE,1,2/11/19 12:56,2/11/19 12:56,2/11/19 12:56,Monday,12:00 PM,\N,28,100,Miami,Florida,33185,Used,D
329,A,1,20,20,0,0,20,USD,175837,Chinese,FALSE,1,4/5/19 0:57,4/5/19 0:57,4/5/19 0:57,Friday,12:00 AM,4/5/19 13:05,355,100,Pompano Beach,Florida,33065,Used,D
330,A,1,20,20,0,0,20,USD,175837,Chinese,FALSE,1,5/30/19 13:36,5/30/19 13:42,5/30/19 13:42,Thursday,1:00 PM,6/3/19 21:37,0,0,Tampa,Florida,33620,Used,D
331,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/26/19 23:43,5/26/19 23:48,5/26/19 23:48,Sunday,11:00 PM,5/27/19 8:46,1,100,Orlando,Florida,32822,Used,D
332,A,1,20,20,0,5,15,USD,175837,FixedPriceItem,FALSE,0,2/7/19 18:45,2/7/19 18:45,2/7/19 18:45,Thursday,6:00 PM,2/7/19 19:12,550,99.2,Hollywood,Florida,33029,Used,D
333,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,6/8/19 21:23,6/8/19 21:28,6/8/19 21:28,Saturday,9:00 PM,6/10/19 18:57,0,0,Saint Johns,Florida,32259,Used,D
334,A,1,20,20,0,2.75,17.25,USD,2228,FixedPriceItem,FALSE,0,5/27/19 18:19,5/31/19 21:10,5/31/19 21:10,Friday,9:00 PM,6/15/19 17:49,0,50,West Palm Beach,Florida,33409,Brand New,D
335,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,6/11/19 20:00,6/11/19 20:04,6/11/19 20:04,Tuesday,8:00 PM,6/12/19 4:09,133,100,Seminole,Florida,33772,Used,D
336,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/15/19 22:33,5/15/19 22:36,5/15/19 22:36,Wednesday,10:00 PM,5/17/19 22:47,87,100,Wesley Chapel,Florida,33545,Used,D
337,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,2/27/19 21:51,2/27/19 21:51,2/27/19 21:51,Wednesday,9:00 PM,3/5/19 17:11,1,0,Miami,Florida,33184,New,D
338,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/31/19 16:48,5/31/19 16:51,5/31/19 16:51,Friday,4:00 PM,6/3/19 15:10,274,100,Clearwater,Florida,33761,Used,D
339,A,1,20,20,0,4.57,15.43,USD,175837,FixedPriceItem,FALSE,0,6/5/19 0:45,6/5/19 0:51,6/5/19 0:51,Wednesday,12:00 AM,6/5/19 9:05,20,100,Fort Lauderdale,Florida,33314,Used,D
340,A,1,20,20,0,0,20,USD,3144,FixedPriceItem,FALSE,0,1/20/19 23:16,1/20/19 23:16,1/20/19 23:16,Sunday,11:00 PM,1/22/19 19:20,8686,100,Saint Petersburg,Florida,33709,\N,D
341,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,2/16/19 22:48,2/16/19 22:48,2/16/19 22:48,Saturday,10:00 PM,2/17/19 15:26,5909,100,Lake Mary,Florida,32746,Used,D
342,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,2/11/19 21:08,2/11/19 21:08,2/11/19 21:08,Monday,9:00 PM,2/11/19 21:20,3398,100,Orlando,Florida,32828,New other ,D
343,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/16/19 0:26,3/16/19 0:26,3/16/19 0:26,Saturday,12:00 AM,4/17/19 22:53,182,98.2,Brooksville,Florida,34613,Used,D
344,A,1,19.97,19.97,0,0,19.97,USD,2228,FixedPriceItem,FALSE,0,3/27/19 17:13,3/27/19 17:13,3/27/19 17:13,Wednesday,5:00 PM,3/28/19 0:07,27,100,Fort Lauderdale,Florida,33324,Very Good,D
345,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,3/7/19 18:41,3/7/19 18:41,3/7/19 18:41,Thursday,6:00 PM,3/8/19 16:02,69,100,Oviedo,Florida,32766,Used,D
346,A,1,19.95,19.95,0,0,19.95,USD,2228,FixedPriceItem,FALSE,0,1/1/19 17:22,1/1/19 17:22,1/1/19 17:22,Tuesday,5:00 PM,1/2/19 15:21,2186,99.6,Tampa,Florida,33619,Very Good,D
347,A,1,19.88,19.88,0,0,19.88,USD,175837,FixedPriceItem,FALSE,0,5/20/19 2:45,5/20/19 2:48,5/20/19 2:48,Monday,2:00 AM,5/20/19 10:56,150,99.2,Tallahassee,Florida,32305,Used,D
348,A,1,19.87,19.87,0,0,19.87,USD,175837,FixedPriceItem,FALSE,0,6/9/19 20:09,6/9/19 20:13,6/9/19 20:13,Sunday,8:00 PM,6/11/19 0:20,1981,100,Lakeland,Florida,33802,Used,D
349,A,1,19.82,19.82,0,3.82,16,USD,175837,Chinese,FALSE,1,4/13/19 16:37,4/13/19 16:37,4/13/19 16:37,Saturday,4:00 PM,4/13/19 18:12,16,100,Miami,Florida,33169,Used,D
350,A,1,19.75,19.75,0,3.75,16,USD,175837,Chinese,FALSE,1,1/7/19 23:49,1/7/19 23:49,1/7/19 23:49,Monday,11:00 PM,1/8/19 4:22,10,100,New Port Richey,Florida,34655,Used,D
351,A,1,19.53,19.53,0,4.53,15,USD,175837,FixedPriceItem,FALSE,0,6/29/19 20:51,6/29/19 20:59,6/29/19 20:59,Saturday,8:00 PM,6/30/19 5:30,1,100,Longwood,Florida,32779,Used,O
352,A,1,19.5,19.5,0,7.5,12,USD,175837,FixedPriceItem,FALSE,0,5/19/19 3:53,5/19/19 3:58,5/19/19 3:58,Sunday,3:00 AM,5/20/19 17:35,725,100,Fort Lauderdale,Florida,33326,Used,D
353,A,1,19.48,19.48,0,4.53,14.95,USD,175837,FixedPriceItem,FALSE,0,6/5/19 18:29,6/5/19 18:34,6/5/19 18:34,Wednesday,6:00 PM,6/6/19 4:16,651,100,Orlando,Florida,32826,Used,D
